CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtomedium_NEWS_SHORT;The WTO Chairman has announced that there will be a change to the international WTO tarrifs to better reflect the changing global trade environment. Economists say that the new tarrif levels will be quite medium and would probably have a minimal impact on nations that rely on exporting goods while also having slight impact on countries that rely on protectionism for their domestic industries to survive. Business leaders have predicted that there will be average global trade activity due to the new medium intensity trade barriers;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtomedium_NEWS_MEDIUM;The WTO Chairman has announced that there will be a change to the international WTO tarrifs to better reflect the changing global trade environment. Economists say that the new tarrif levels will be quite medium and would probably have a minimal impact on nations that rely on exporting goods while also having slight impact on countries that rely on protectionism for their domestic industries to survive. Business leaders have predicted that there will be average global trade activity due to the new medium intensity trade barriers;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtomedium_NEWS_LONG;The WTO Chairman has announced that there will be a change to the international WTO tarrifs to better reflect the changing global trade environment. Economists say that the new tarrif levels will be quite medium and would probably have a minimal impact on nations that rely on exporting goods while also having slight impact on countries that rely on protectionism for their domestic industries to survive. Business leaders have predicted that there will be average global trade activity due to the new medium intensity trade barriers;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtolow_NEWS_TITLE;WTO sets low tariff levels;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;;;;;;;x;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtolow_NEWS_SHORT;The WTO Chairman has announced that there will be a change to the international WTO tarrifs to better reflect the changing global trade environment. Economists say that the new tarrif levels will be surprisingly low and would probably have a big positive impact on nations that rely on exporting goods while also having a severe impact on countries that rely on protectionism for their domestic industries to survive. Business leaders across the board have hailed the unsually low tarrifs and have predicted that there will be a boom in global trade due to the greatly reduced trade barriers;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtolow_NEWS_MEDIUM;The WTO Chairman has announced that there will be a change to the international WTO tarrifs to better reflect the changing global trade environment. Economists say that the new tarrif levels will be surprisingly low and would probably have a big positive impact on nations that rely on exporting goods while also having a severe impact on countries that rely on protectionism for their domestic industries to survive. Business leaders across the board have hailed the unsually low tarrifs and have predicted that there will be a boom in global trade due to the greatly reduced trade barriers;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtolow_NEWS_LONG;The WTO Chairman has announced that there will be a change to the international WTO tarrifs to better reflect the changing global trade environment. Economists say that the new tarrif levels will be surprisingly low and would probably have a big positive impact on nations that rely on exporting goods while also having a severe impact on countries that rely on protectionism for their domestic industries to survive. Business leaders across the board have hailed the unsually low tarrifs and have predicted that there will be a boom in global trade due to the greatly reduced trade barriers;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdhigh_NEWS_TITLE;IBRD commits to high levels of development aid;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;;;;;;;x;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdhigh_NEWS_SHORT;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be surprisingy high and would probably have a big positive impact on developing nations that rely on the aid while having a negative impact on the creditor countries that have a greater burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdhigh_NEWS_MEDIUM;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be surprisingy high and would probably have a big positive impact on developing nations that rely on the aid while having a negative impact on the creditor countries that have a greater burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdhigh_NEWS_LONG;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be surprisingy high and would probably have a big positive impact on developing nations that rely on the aid while having a negative impact on the creditor countries that have a greater burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdmedium_NEWS_TITLE;IBRD commits to medium levels of development aid!;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;;;;;;;x;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdmedium_NEWS_SHORT;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be average and would probably provide a modereate boost to developing nations that rely on the aid while having a reasonable negative impact on the creditor countries that have a average burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdmedium_NEWS_MEDIUM;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be average and would probably provide a modereate boost to developing nations that rely on the aid while having a reasonable negative impact on the creditor countries that have a average burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdmedium_NEWS_LONG;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be average and would probably provide a modereate boost to developing nations that rely on the aid while having a reasonable negative impact on the creditor countries that have a average burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdlow_NEWS_TITLE;IBRD commits to low levels of development aid;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;;;;;;;x;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdlow_NEWS_SHORT;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be unaturally low and would probably provide a huge negative impact on developing nations that rely on the aid while having a positive impact on the creditor countries that have a greatly reduced burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdlow_NEWS_MEDIUM;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be unaturally low and would probably provide a huge negative impact on developing nations that rely on the aid while having a positive impact on the creditor countries that have a greatly reduced burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdlow_NEWS_LONG;The IBRD Chairman has announced that there will be a change to the level of IBRD development aid in response to economic and political changes in the Creditor Nations. Economists say that the new aid levels will be unaturally low and would probably provide a huge negative impact on developing nations that rely on the aid while having a positive impact on the creditor countries that have a greatly reduced burden of providing money to the developing world.;;Ein Beitrag in einer $TAG_0_0_ADJ$en Zeitung beunruhigte ihre Nation! Eine ausführliche Analyse der frostigen Beziehungen mit $TAG_0_1$ deutet an, dass ein Krieg unvermeidlich sein könnte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeimf_title;Change International Monetary Fund interest rate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeimf_desc;Since we are the chairman of the IMF, perhaps we should use that power to change the International Monetary Fund interest rate to better suit our country's economic needs?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeibrd_title;Change level of International Bank for Reconstruction & Development aid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeibrd_desc;Since we are the chairman of the IBRD, perhaps we should use that power to change the International Bank for Reconstruction & Development development aid level to better suit our country's economic needs?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changewto_title;Change World Trade Organisation Tarrifs;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changewto_desc;Since we are the chairman of the WTO, perhaps we should use that power to change the level of WTO tariffs to better suit our country's economic needs?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imfhigh_title;High International Monetary Fund Interest rates;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imfhigh_desc;High International Monetary Fund Interest rates can greatly increase our nation's income from the loans that we have given to other nations but it can also garner the ire of the other members of the IMF who rely heavily on the loans.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imfmedium_title;Medium International Monetary Fund Interest rates;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imfmedium_desc;Medium International Monetary Fund Interest rates can modestly increase our nation's income from the loans that we have given to other nations while can also avoiding the ire of the other members of the IMF who rely heavily on the loans.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imflow_title;Low International Monetary Fund Interest rates;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imflow_desc;Low International Monetary Fund Interest rates can greatly dimish our nation's income from the loans that we have given to other nations but it can also boost the relations between the other members of the IMF who rely heavily on the loans and us.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtohigh_title;High World Trade Organisation Tarrifs;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtohigh_desc;High World Trade Organisation Tarrifs can stifle global trade but if we need some quick income this is the best solution. Not everyone will like us for doing this though.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtomedium_title;Medium World Trade Organisation Tarrifs;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtomedium_desc;Medium World Trade Organisation Tariffs will not significantly affect our country's trade and even global trade for that matter but it will also not give us a relation boost with the other WTO member states.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtolow_title;Low World Trade Organisation Tarrifs;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtolow_desc;Low World Trade Organisation Tarrifs can significantly affect our tariff income but it can also give a significant boost to global trade. The WTO nations that love trade will definitely love us as well;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdhigh_title;High International Bank for Reconstruction & Development Member aid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdhigh_desc;High International Bank for Reconstruction & Development Member aid helps boost developing nation economic growth and increase our relations with them though it comes at the cost of those states eventually out growing us in the future.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdmedium_title;Medium International Bank for Reconstruction & Development Member aid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdmedium_desc;Medium International Bank for Reconstruction & Development Member aid does not significantly affect the economic growth of the developing nations and does not help us get a realtions boost as well.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdlow_title;Low International Bank for Reconstruction & Development Member aid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdlow_desc;Low International Bank for Reconstruction & Development Member aid negatively affects the economic growth of the developing nations but helps us to keep our economic lead over them. The developing nations will not like us for doing so though.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdhigh_gp;High International Bank for Reconstruction & Development Member aid (Creditor Nation);;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdhigh;High International Bank for Reconstruction & Development Member aid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdmedium;Medium International Bank for Reconstruction & Development Member aid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdlow;Low International Bank for Reconstruction & Development Member aid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdmedium_gp;Medium International Bank for Reconstruction & Development Member aid (Creditor Nation);;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrdlow_gp;Low International Bank for Reconstruction & Development Member aid (Creditor Nation);;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtolow;Low World Trade Organisation Tarrifs;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtomedium;Medium World Trade Organisation Tarrifs;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wtohigh;High World Trade Organisation Tarrifs;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imflow;Low International Monetary Fund Interest rate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imfmedium;Medium International Monetary Fund Interest rate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_tech_school;British Empire;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA_tech_school;French Empire;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPA_tech_school;Spanish Empire;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
